BLOCK,TIMESTAMP,TX_HASH,SOURCE,PARAMETER,ILK,FROM_VALUE,TO_VALUE,SOURCE_TYPE
13379588,2021-10-08 17:39:39,0xcc438bb9455444fa2b4d83526b10abb9eaf2d88643a4dd989722fa0a1fd7cd65,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,97604712.37,98586849.77,DssAutoLine
13381742,2021-10-09 1:44:17,0x5c63b1301c1424e3a55650f25c38caf0da5a3362316652488d2dfd311de98d98,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,98586849.77,98652307.18,DssAutoLine
13385971,2021-10-09 17:48:50,0xbea3b773319bed66be7057448fd8df16bd66867e86270cb8da8a0dcd75a8ab17,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,98652307.18,98760222.58,DssAutoLine
13388067,2021-10-10 1:44:52,0x3942e080e16c40bb9fa967541534f151f7e14e5dcb9088414296910f68eaad27,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,98760222.58,98506870.11,DssAutoLine
13390154,2021-10-10 9:39:48,0xeff07e35d39922d60e601a724d7d247df11b15d2b4ffffedec0bca6c69ef7d78,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,98506870.11,98979025.64,DssAutoLine
13392623,2021-10-10 18:51:26,0x020e33b5061d17ee8c70fa40b7b6d1e5a4260bbd22732916f84507e397c08ec8,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,98979025.64,100643048.2,DssAutoLine
13396589,2021-10-11 9:47:43,0x9e23e3cd51ecc3895b5492b5e65db0a2022c941b18c67a39be6fdffdf157d938,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,100643048.2,100236280.6,DssAutoLine
13409044,2021-10-13 8:42:56,0xb2625857ef8d7687a7ec1f204a763af2939081ecb966b393f371d4b28eb89c47,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,100236280.6,104590259.9,DssAutoLine
13411401,2021-10-13 17:55:58,0xe3fa792cce5053479d7a0145f8071939cc0e6dc38eca8a6bed494847cbe7b2ec,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,104590259.9,103446048.7,DssAutoLine
13417730,2021-10-14 17:44:56,0x87e885f66033af3f917e1b02d8fda52dc4a791fd04cc7c1a97791a6ed344a1c2,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,103446048.7,113436555,DssAutoLine
13421613,2021-10-15 8:33:42,0xc319c5af7c94a7600ccfae97548fb18c6993d8cde7a7812d5fe7729616df4681,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,113436555,114914737.5,DssAutoLine
13456378,2021-10-20 19:04:01,0xf77c632ddb70a35e3cbb61f099729d7562f40f601b57c81297d38e6edabca806,0xc7bdd1f2b16447dcf3de045c4a039a60ec2f0ba3,VAT.ilks.line,ETH-B,114914737.5,119540615.8,DssAutoLine
13460329,2021-10-21 10:03:25,0xb3e1a87874797f1844b715e6926c33770d8e4e79668f3aa20006d1a9c7b57812,0xd5a63a56c790c67e3f92bce5076dc464f98c6df1,VAT.ilks.line,ETH-B,119540615.8,123428235.9,DssAutoLine
13462591,2021-10-21 18:19:32,0x39c6fbaa0f595b6c64ff329e67a277f0f47b0817affa33ab7726d67996ac571d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,123428235.9,124757313.3,DssAutoLine
13465456,2021-10-22 4:54:19,0xdb85eb4db9404dca87a2144d176d6ca38d21e723271d0327f9bd106d2b32d837,0xd5a63a56c790c67e3f92bce5076dc464f98c6df1,VAT.ilks.line,ETH-B,124757313.3,125117761.9,DssAutoLine
13466917,2021-10-22 10:36:34,0xa30c165c2ab28451736e0d1e2c288d8433456d0976262a7dec77f078d3e99f39,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,125117761.9,120592640.2,DssAutoLine
13468984,2021-10-22 18:19:51,0xf5c488fe30720095ee0ffe66e519612665951e8db6a0d2ce256fc50c7f6fa612,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,120592640.2,119580233.4,DssAutoLine
13473203,2021-10-23 10:21:41,0x38fa487ce43a124b6832d657657ce1ef5fa68d0b259d699560774245f27d81f9,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,119580233.4,119494278.9,DssAutoLine
13477496,2021-10-24 2:18:30,0x0d0166c7758c2eeeb16d9b5f83ecb048fa7a067e45bc5109020737acd81e5dec,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,119494278.9,120163466.3,DssAutoLine
13481930,2021-10-24 18:59:00,0x579f339529a8d76c088b0ddfe8e5fa1741cb63b7734c665f74c1fdc4734db26b,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,120163466.3,120525279.2,DssAutoLine
13486012,2021-10-25 10:15:59,0xe02ca714e094586accf6ee3239f0068296f09e739faecc84eb5a29da642da51e,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,120525279.2,122832244.4,DssAutoLine
13490288,2021-10-26 2:15:09,0xd4cf57da8c6a7f9f1902ba9b3012a6139be059e2c2e3b77bc24dee661ef8b624,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,122832244.4,124659575,DssAutoLine
13494534,2021-10-26 18:15:17,0x5f8bc74dc76bd79530051cfc3044e97d6ffcc67cd456c2b576ff9016e499aedf,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,124659575,129764964,DssAutoLine
13496693,2021-10-27 2:19:16,0x66baff93587a04514320d5cb38958cabc117f938ed32d893a2c6c0d77c8b4b84,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,129764964,128166216.7,DssAutoLine
13498830,2021-10-27 10:15:55,0xc6e777467161cb8ab3ce159b64938722041f20ed7b72450061308a1e47e8309e,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,128166216.7,132678487.8,DssAutoLine
13500949,2021-10-27 18:18:39,0xbe39d26731f67d98e0effec48fa9214e5c9d1b26fc79be0d886e7454d12ec482,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,132678487.8,136162068.2,DssAutoLine
13505118,2021-10-28 10:12:34,0xcece206487b1c05a9a453142b0a45b36d7a4b709f262075cb1201c93f1d3d216,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,136162068.2,140652393.9,DssAutoLine
13507165,2021-10-28 17:44:42,0x94a45227f6d2a662eedf7bac8427869abc354680f3e311b20193a46555d90860,0xc0dc70048f678e0c9da82ad11cdc063aa081d950,DC-IAM.ilks.line,ETH-B,300000000,500000000,DssSpell
13507165,2021-10-28 17:44:42,0x94a45227f6d2a662eedf7bac8427869abc354680f3e311b20193a46555d90860,0xc0dc70048f678e0c9da82ad11cdc063aa081d950,DC-IAM.ilks.ttl,ETH-B,28800,21600,DssSpell
13507165,2021-10-28 17:44:42,0x94a45227f6d2a662eedf7bac8427869abc354680f3e311b20193a46555d90860,0xc0dc70048f678e0c9da82ad11cdc063aa081d950,DC-IAM.ilks.gap,ETH-B,10000000,20000000,DssSpell
13507282,2021-10-28 18:12:59,0x46671b96efb26b3a95345ea6021a670f82bfce7b1d5bda3d0324ccdb14189012,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,140652393.9,150462141.4,DssAutoLine
13509402,2021-10-29 2:11:35,0x33b196037244c520877815d66ca8a54b8bc63422ec59bbed05346c86408de43c,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,150462141.4,160516926.5,DssAutoLine
13511463,2021-10-29 10:09:35,0x5e1899784a8dd28c293887a6f26e87b5286c485fedfedf2b1a9c36ec4915bfc6,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,160516926.5,158926958.6,DssAutoLine
13513547,2021-10-29 18:09:53,0x2a33ba76c74c72c73c665e398a282c28c6bfecb9ebb7547578d7af83ba6d969c,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,158926958.6,161993336,DssAutoLine
13515795,2021-10-30 2:14:37,0xf33f0698e15ebbee1c09bf0b4edde049ef623eb9d92f919da4c97f0c4a2c7dee,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,161993336,181822292.2,DssAutoLine
13517882,2021-10-30 10:13:57,0x6e92ac4ed3742aec70906fd3114db33b4b9b0f8c361d7ece6f1e0bf6d157abb7,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,181822292.2,182144427.5,DssAutoLine
13520012,2021-10-30 18:14:54,0x448286c15d12f6b3cde1b66a46a4a3e1fa16b05d4671b28f0414ae6be812f0c9,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,182144427.5,179251183.2,DssAutoLine
13524191,2021-10-31 10:11:14,0x3b498cf9ada2a88e60a06304569a87d50c777f6cf229611a983c2d7a071317ce,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,179251183.2,182778629.2,DssAutoLine
13526317,2021-10-31 18:09:17,0xa0dc31b35bf3864e7b0a828d79db79edb0a0946ff9f9393a00a5e953489595fa,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,182778629.2,188652117.3,DssAutoLine
13528439,2021-11-01 2:09:35,0x8c65a0580d65cd899fd5b5cbd07bb1cc68df57a309b2200a8a6c7faf324720a2,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,188652117.3,185942433.8,DssAutoLine
13530567,2021-11-01 10:09:48,0x0fbc01cf87a5dac136495d113591c474aedcf377e7e905f3de290447316dc9b8,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,185942433.8,188024947.9,DssAutoLine
13532675,2021-11-01 18:09:44,0x342bdcc95ea288701d7952cfc85b407fa175116f35a8ed3ca72e71c054f55e29,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,188024947.9,188386137.2,DssAutoLine
13534897,2021-11-02 2:09:53,0xeb54478c988bda5c98bd90e592175cce3832e233659dd0f4e02ce9856798758d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,188386137.2,189965052.6,DssAutoLine
13536920,2021-11-02 10:09:43,0xc1bb27de57af451ec1797d8e2319be99b6af7930e6ff219f922a1e8cba7d1c65,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,189965052.6,169973860.1,DssAutoLine
13539043,2021-11-02 18:10:01,0xad2582846e5a361b4e0d9ce214ac5016a3e334776472fd9d6af9607a7ef4a266,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,169973860.1,171173817.8,DssAutoLine
13541170,2021-11-03 2:09:39,0x45f60c1d02e3b216ba766905cf9cf7f88c4da19c564b2f5cfce0b763166b0842,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171173817.8,172379689.7,DssAutoLine
13543270,2021-11-03 10:09:49,0x4b4efe889098408d493bc6a27ed9582e1f6b009e3f945f4c18eb174c8ef79926,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,172379689.7,172452347.2,DssAutoLine
13545411,2021-11-03 18:13:46,0x92f72e204b647634feac65042b809a9278b462a9ce6d3a257ad2ae38fba3814f,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,172452347.2,172893606.4,DssAutoLine
13547516,2021-11-04 2:10:15,0x3e43b8d45c93e206058debd1a90b035220dbd3a9c9a2db03dea3f0db430944c1,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,172893606.4,160143060.8,DssAutoLine
13549610,2021-11-04 10:13:21,0xb17da6420b8130c264467f1d80f8eba9c6b9c60d4f462a6ded581bfcc2eab077,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,160143060.8,162459375.9,DssAutoLine
13551743,2021-11-04 18:10:38,0x5f4de74b2f02b5241141d7510f3d606983937fd68e19f94b1c7cd6f179a185de,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,162459375.9,161617070.8,DssAutoLine
13553847,2021-11-05 2:13:07,0x4a4b24b941549cba037aab0d40ad9d323fdb0ee1084599bf9b49df5051465058,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,161617070.8,163631501,DssAutoLine
13556246,2021-11-05 11:11:53,0x62ac517ec7b13687ceb8b7e195118c50e6770cef42a1fb17ce856b63cba92b15,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,163631501,164538992.6,DssAutoLine
13558257,2021-11-05 18:39:54,0x0f9dcee2b237b0477c63e109665e824e86fd8ab0c8dfe520d818857999c48a9b,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,164538992.6,165579918.3,DssAutoLine
13560345,2021-11-06 2:26:43,0x6b943487153ad08c3bf84b055f10425415e99dcfb3f7c0139e982b7a176b2422,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,165579918.3,167588490.6,DssAutoLine
13562385,2021-11-06 10:10:45,0xe58073aa1a250a910c921ef8f500980a27aa872daf75e6dd7d6c7cb4a1b67a76,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,167588490.6,167606332.1,DssAutoLine
13564516,2021-11-06 18:14:41,0x42b9ab89e4605ac96a0cddf1ffb7561f4821b2fda34bac1f47f3a63340f6b174,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,167606332.1,171253846.5,DssAutoLine
13566653,2021-11-07 2:13:02,0xf373ae8e79671991f72d5800dd897e1414c10cb44a6c9e0887d1331b7498ff2a,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171253846.5,171456711.2,DssAutoLine
13568790,2021-11-07 10:18:31,0xe765e47fdfedcb20ed1e0c7004a59d43a7f12c1a2b9902f1ea6082ae9b9df5ae,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171456711.2,170516776.8,DssAutoLine
13570894,2021-11-07 18:11:25,0xe75b0f34d9e83ddbf50403176572289c22b0b9db4abc0980e04fa1c4dde7ae00,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170516776.8,168372632.7,DssAutoLine
13573128,2021-11-08 2:16:26,0xa316a7b2597a67afbc798522b2f14d49ded2946ba4edab598c8c87c41896c8ed,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,168372632.7,168489027.6,DssAutoLine
13575174,2021-11-08 10:16:18,0x84a6f47bdefb9e703232f87ac1c6224238fe2968951e331448419c3e90f62888,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,168489027.6,169803826.4,DssAutoLine
13577338,2021-11-08 18:24:08,0x52b8286fda232a97fa1cde9b59a773ed275a3bd1acb1ffa9a8dc3d55c32d0ac1,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,169803826.4,170020349.3,DssAutoLine
13579463,2021-11-09 2:10:00,0x68b6d935c78bf7e03172b61c4031afde6f351d0a05cd95a851a9ae8b38863e58,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170020349.3,170544776.3,DssAutoLine
13581591,2021-11-09 10:18:50,0xc9562816f6b1c7acfb2aea9ef02fcf4badab6a96b28c952ac4fdfbcd64a622db,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170544776.3,170563309.4,DssAutoLine
13583711,2021-11-09 18:20:03,0x39271d15cccc1457b479066df1247b21c8a2fffc0d4c49a75087e702235a5a1a,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170563309.4,171410721.9,DssAutoLine
13585784,2021-11-10 2:13:52,0x6e70b0f206e8138f4af94d4d1d9343fbba6c0a46223e9c07030b15c21460e0e1,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171410721.9,174528730.9,DssAutoLine
13587891,2021-11-10 10:11:13,0x1a8708c8c82ed830e7243993aa5372e9730bae564460e00574de243f524cdded,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,174528730.9,175580386.6,DssAutoLine
13588198,2021-11-10 11:19:43,0xc476cda0d8bea385824fda9c75cb6a84020dc814db24399dd3d3a1e9a2f4c24c,0x3381caeaa980f78aa1895f98e645e35cbdd4c593,JUG.ilks.duty,ETH-B,0.05,0.06,DssSpell
13590037,2021-11-10 18:15:49,0xa35d7702621919330e4b83429a609c53a6b68a13615aa88aeca76ed470051310,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,175580386.6,175767512,DssAutoLine
13592207,2021-11-11 2:12:53,0x9ef78c6f584281250c678354f2d499edf6cd8666ce0faa79ac1ea91f84f2d211,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,175767512,178118520.4,DssAutoLine
13594289,2021-11-11 10:15:01,0x8320372c53cf281d6594cf38366ecf0d5ce3b66ec08cffc0e1e9c9d4892c2b5d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,178118520.4,178171796.7,DssAutoLine
13596440,2021-11-11 18:11:57,0x87779090de875f10d37a4419543156de3fc7db036b1b7704cd3961f7ba88b93d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,178171796.7,178753210.1,DssAutoLine
13598633,2021-11-12 2:25:16,0x2cb65783bab228c177218c7d9040816dbd4ee9382f61b8ba35484812fa1e145b,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,178753210.1,178304249.4,DssAutoLine
13600722,2021-11-12 10:10:56,0xace5cb21dfbf06f7b46e760b6301b9aeeabdbb9aeb9f116bb51ff1d59f16378a,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,178304249.4,180005176.3,DssAutoLine
13602983,2021-11-12 18:47:59,0x1a60e2d0b33d24f0b7842696e298255143792a7fb58bab4817389875fbd6b6ba,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,180005176.3,184444494.1,DssAutoLine
13605155,2021-11-13 2:52:19,0x18139498da46fc08120c492239ea9e11620575d5742d5034f5236677871e8d40,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,184444494.1,185053169.1,DssAutoLine
13607255,2021-11-13 10:52:21,0xe657fbf225482eeedb491a57601bdb07490f3d7e331be1027c91571df88e4d35,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,185053169.1,183696056.9,DssAutoLine
13609362,2021-11-13 18:51:52,0xf87c28d5b09bd8dcbcae0b5a4f648e515344acab247025e17802b76eff82e907,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,183696056.9,180652812,DssAutoLine
13611439,2021-11-14 2:51:41,0x80ed0ec8fd5799a3e8e79dec26adc9a0f21a98cabd9e29a5910d2914f4ea70a9,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,180652812,182034058.3,DssAutoLine
13613547,2021-11-14 10:51:48,0x4795df04a4341d40bbf74dadda49c991a8a8308d830fd9286b89414f01818b4c,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,182034058.3,182447179.1,DssAutoLine
13615671,2021-11-14 18:53:00,0x70b9aad860f4f68d4695f609cd3e121ece922c9e796280bdaf1d55eae3b53b3c,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,182447179.1,181488339.9,DssAutoLine
13617805,2021-11-15 2:51:50,0xcffb9e9dcb6a4dae40904741d322a503362d9d727e88a747a5ba8886e516d75d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,181488339.9,180732593.4,DssAutoLine
13619911,2021-11-15 10:51:34,0x12cdc228a1a3902aff264cffb8e5ad6ecf7fcba22352bec344f53f55211c06b9,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,180732593.4,181056622.2,DssAutoLine
13624097,2021-11-16 2:52:05,0x764111e94e4d2dd7f9f311819fdddd9158a7b0f76a9c356d9d9e8598ff4783e4,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,181056622.2,181748991,DssAutoLine
13626184,2021-11-16 10:51:44,0xd77c638c9d35e7284dd296469d2fa06f640a286145744b22495cc5a79ba89615,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,181748991,175221231.3,DssAutoLine
13628276,2021-11-16 18:51:54,0x6ac683f6e00dd21d5fcceaf79f31db07344029dc062c0dcdbecb033f8039c2ac,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,175221231.3,174731171,DssAutoLine
13630412,2021-11-17 2:51:31,0xf9596dfbad6ba903d4e494dda915d60db54f3742f0b8cf5afaf9738cf1e25c6d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,174731171,173856255.2,DssAutoLine
13632506,2021-11-17 10:51:51,0xbee24e943141b2b36764342c8b339c3933e20d011f268a32b2925e426b8dff7d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,173856255.2,171725526.6,DssAutoLine
13634670,2021-11-17 18:51:51,0x9a1d407d6c5ac7407d06701182c7ac27954031b21ba377e5873094ded526b9dc,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171725526.6,172662013.5,DssAutoLine
13636790,2021-11-18 2:51:44,0x813b58ded25e010a9f0e7e382e4ccbbd5ed0146f1ffad350598573141f64c4e0,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,172662013.5,171468160.5,DssAutoLine
13638897,2021-11-18 10:52:11,0x0aec1e401c553b0607b356844d51c2065b667bf6c020beb2afeca7e794370aa8,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171468160.5,171595868.9,DssAutoLine
13641030,2021-11-18 18:53:21,0x73ddd68866f08346f7de30f7b5e5e2ef3ed18cc09ec044a90419b76a64f6f1b2,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171595868.9,169566615.4,DssAutoLine
13643151,2021-11-19 2:51:41,0x1c358490e39387b118a0494c4d07fc6cd96d2e4e08e23411cbe8161946e6a1d5,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,169566615.4,169112234.5,DssAutoLine
13645187,2021-11-19 10:52:00,0x597dbd33544f46e40bd9685b237d594357243be5fbc87f1baeeeb60fa381ebd3,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,169112234.5,168840216.4,DssAutoLine
13647242,2021-11-19 18:51:59,0x58b13ec0b383006b3a2c0df8260b6801ae62a7d513fd70d7c7de246c7db5e576,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,168840216.4,168845469.4,DssAutoLine
13649363,2021-11-20 2:52:02,0xd65f3205054a12a1dc35c1529c669d727f288c3edf7ba1fb28e001d6032be5a6,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,168845469.4,169943853.2,DssAutoLine
13653603,2021-11-20 18:51:49,0x7d17858cc111f4ae7b9abf6ae5ba6d7bb06a441840ac84c4c94a875dafebe080,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,169943853.2,170117285,DssAutoLine
13655635,2021-11-21 2:51:43,0x1c2b888095ea4ab0ee2a5f2fda16e3ef5ae5d38a5f338c6bf04ee355c22ec75d,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170117285,170830633.4,DssAutoLine
13657733,2021-11-21 10:51:39,0x1ee0fd684b199a1183343e1efad79a4f76e6df26a45b94620b25d8941d32165f,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170830633.4,170838787.5,DssAutoLine
13659891,2021-11-21 18:51:47,0x9ba3b99e5f1fb2f9671b52aad80d9ba5fd83d53051cb024b639b6ec02e0513f0,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170838787.5,171896873.4,DssAutoLine
13664056,2021-11-22 10:51:52,0xe6d469aae6c676bf54e17ac2d89362894ff3a394672ba24589dc94620a44b629,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,171896873.4,166213189.5,DssAutoLine
13664911,2021-11-22 14:03:13,0xd0bc8bb58931497ce575f3d1afda63890a226cef7fa08d80c98d78f70c74567d,0xcdc89bf6efb7eed5ba0ded0fc9f134b939fafbb0,DOG.ilks.hole,ETH-B,25000000,30000000,DssSpell
13666176,2021-11-22 18:51:57,0xe6988203e2974da2ec693f31586c5ec84a55fa2a3a303d0fb233cdf97d59f9ac,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,166213189.5,166128796.8,DssAutoLine
13668335,2021-11-23 2:51:54,0xf33d88454ca07ff607f958275369501668455969b166c977eb76566ab73f79ef,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,166128796.8,165842803.9,DssAutoLine
13670418,2021-11-23 10:52:35,0x01328c8bc27a22ce6bb75b7093c53be970e0b077963970a04ff8c39a13024472,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,165842803.9,168400969.3,DssAutoLine
13672510,2021-11-23 18:52:11,0x680f24881bacd8d5e7f643faacf1980136e9a6281c6753cf4ced764cc41475bb,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,168400969.3,168935008.2,DssAutoLine
13674659,2021-11-24 2:51:55,0xbd6a791fa1379b9991ba10c71322d0bd0ca481055a8de070030578a0b6f3a47c,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,168935008.2,170594624.7,DssAutoLine
13676800,2021-11-24 10:51:17,0x0060cf7f989f77d3250e8d52073998341d87e43524dfa39fa7ff661d9d96ee44,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,170594624.7,174182121.3,DssAutoLine
13678898,2021-11-24 18:51:42,0x7803a06e72b75fcafe11c2302eca578b8c6caf8605136e2fcc366691cbfd09f6,0x315ba6fbd305fcc41d0febe6698c4144c903c24a,VAT.ilks.line,ETH-B,174182121.3,172945367.8,DssAutoLine
