BLOCK_NUMBER,BLOCK_TIMESTAMP,TX_HASH,ORIGIN_FROM_ADDRESS,ORIGIN_TO_ADDRESS,EVENT_INDEX,VAULT_NUMBER,COLLATERAL_TYPE,URN_ADDRESS,DEBT_TO_COVER_AMOUNT,COLLATERAL_LIQUIDATED_AMOUNT,DAI_REPAYED_AMOUNT
12327856,2021-04-28T08:35:26Z,0xc28b03538f6e6bff9ed94a8acf4d34439481cc1bb77048eaa7f00e2e2af71532,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,14,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.67372,22.16925138,44247.78761
12327959,2021-04-28T08:55:36Z,0xe9f7dc6e7150778e896240d56cf1dd7b491969aa1b545208b3823124f2d1d6e2,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,8,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.53214,22.16917808,44247.78761
12327892,2021-04-28T08:42:33Z,0xfe4975ac63db671859e0411579349c3bbae6a502f59aa75cf15a42acdeadb363,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,14,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.62376,22.16922551,44247.78761
12327815,2021-04-28T08:28:13Z,0x83ff362531d2078273649ed76d313ff824415d2cc2c761700c030870e56b0584,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,59,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.72438,22.16927761,44247.78761
12327832,2021-04-28T08:31:30Z,0xabb023596ac74a59097c6f528cca47d99f12b8006d0d82c0d1b466c748cc2934,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,9,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.70133,22.16926568,44247.78761
12327859,2021-04-28T08:35:51Z,0xd082ea4cb7c485891f9a74ea1a7435520ce26443d15982d9bd6077cfea922642,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,47,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.67079,22.16924987,44247.78761
12327886,2021-04-28T08:40:16Z,0x61139b4b832ef28aa9dca0251b28b402f624785c0434e80c365b058e81b77326,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,98,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.63979,22.16923381,44247.78761
12327861,2021-04-28T08:36:06Z,0x9a63503b94b7f49a93966294fbc6be1f54fa2e9191df9a509fd12c9a38208294,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,59,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.66904,22.16924896,44247.78761
12327973,2021-04-28T08:58:17Z,0xe6793291f4551d503f195cc013016c89f629b046568d349de192c8b3b26da3a6,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,29,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.5133,22.16916832,44247.78761
12327950,2021-04-28T08:53:58Z,0x5344f96570264b1052c2c0759204aa0f6c513c670517eb308839e6a4c97a4b39,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,162,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.5436,22.16918402,44247.78761
12327850,2021-04-28T08:34:42Z,0x4306855695285d4adb62ec11858f9bc0c4de8f49c4245e9b9308edf4f5282282,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,18,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.67887,22.16925405,44247.78761
12327714,2021-04-28T08:05:20Z,0x91fcc51cc18b67631e59784a57b07e7569969c58a471d039deea785289e9ec6c,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,18,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.88504,22.16936079,44247.78761
12327796,2021-04-28T08:23:02Z,0x878d4d2a3365e9e65fdced123ec32d0ac455f475bbf0cc423d318a3e296b08e3,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,65,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.76077,22.16929645,44247.78761
12327976,2021-04-28T08:58:50Z,0x5ba56edb6baa8cdf3cc3116e7bc181a568886501e77d25917edecc3bf0200dfc,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,25,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.50944,22.16916633,44247.78761
12327894,2021-04-28T08:42:54Z,0x324e485adb7a30fe1ae758d1fa83370454afbcd6c30ec46ceabcbbe34a5780b7,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,12,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.6213,22.16922424,44247.78761
12327721,2021-04-28T08:06:12Z,0x72a2807a1bf7474be2f4ee971ba778ff64ccbbb4b1e1159788d3a0415b0c586e,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,33,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.87895,22.16935764,44247.78761
12327861,2021-04-28T08:36:06Z,0x916645bf3e0dae1ffe80a93021fb93033ee1aca6194d68870ae122241c6575c0,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,74,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.66904,22.16924896,44247.78761
12327764,2021-04-28T08:15:49Z,0xab346f59b48edeffc7c11aef48e66aa79e8781d496796e4bfeeae424c9f7e068,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,58,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.81144,22.16932269,44247.78761
12327872,2021-04-28T08:37:30Z,0x21837150c9764ab890eb0febbed2ad36e3e3190a561ef89122265ded4f5530e6,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,16,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.65921,22.16924387,44247.78761
12327901,2021-04-28T08:44:07Z,0x0f0c4f93bc2480d11b9b4ee2223385c01906b211d9e24058fa8bd51222844655,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,128,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.61276,22.16921982,44247.78761
12327732,2021-04-28T08:08:45Z,0x7007c77fb8436ea53fc5abdd32457357fe4d804a8c21fd66faa02576d2fa5a2a,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,39,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.86105,22.16934837,44247.78761
12327887,2021-04-28T08:40:59Z,0xbe45744e8e4713e97b60a9663175fd447c3858fd8b53176e6a41c607d281d385,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,158,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.63476,22.16923121,44247.78761
12327700,2021-04-28T08:00:57Z,0xf8c6557122fb122037de3f8a0665878d0fa8a316ec077b6d174e80fcea35f341,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,35,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.91581,22.16937673,44247.78761
12327799,2021-04-28T08:24:24Z,0xf5ec7edaf325999c67eab4c3690551f04693a4dd06dcd5c729d0372113e43aaf,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,11,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.75118,22.16929149,44247.78761
12327964,2021-04-28T08:55:58Z,0x6af7b6510c9c0162689e70ac38a16314c8727e2c2c043b1aa42f82264cba4556,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,48,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.52956,22.16917675,44247.78761
12327884,2021-04-28T08:39:35Z,0x3b2d6542e53798712c890909b52ed5a35e522069b59d34ff7663f7a2d6b5ef81,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,12,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.64458,22.1692363,44247.78761
12327882,2021-04-28T08:39:28Z,0x256c43b4758311dfb6c8453aa9f00cd832b8e7cfcb09c686b04d95752aff2685,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,8,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.6454,22.16923672,44247.78761
12327889,2021-04-28T08:42:02Z,0xea3b0d649371baa1c8875f8c2b68fbd002d5818b1d6934c41dccfcf932f2fe90,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,80,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.62738,22.16922739,44247.78761
12327938,2021-04-28T08:50:55Z,0x7270fb4cc13d2579c0f0e978fae00b7177202e2d3c75d28365cc3ced0894b433,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,53,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.56502,22.1691951,44247.78761
12327696,2021-04-28T08:00:15Z,0x79f4f6e6981d90d01232d6adee080f3ea7eca8dda47bf4ec3827e10aeb3db8cc,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,9,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.92073,22.16937927,44247.78761
12327853,2021-04-28T08:34:52Z,0xee2ef5ed007e9073d2c07f9f568f8d8192ee94590b7dc17e6d69b8926e4e756a,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,57,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.6777,22.16925344,44247.78761
12327774,2021-04-28T08:18:34Z,0x6a30afec06988609741a8d9b024acf799828fe4a95a368da58ad63d12f2a5e99,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,8,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.79213,22.16931269,44247.78761
12327813,2021-04-28T08:27:57Z,0x0d95e76cff200a3b4cee5a05bcc5e78bf69ec035b285ceff849095c02867e39c,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,36,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.72626,22.16927858,44247.78761
12327908,2021-04-28T08:45:35Z,0x80adcde33864005122916ffd910cbb772818535128c47819fb07873620658a15,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,133,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.60246,22.16921449,44247.78761
12327870,2021-04-28T08:37:18Z,0xc694613a95e0efb197915c6f2b7c9869b7a9ea9d2ee5f01d747c0bb8b339f71c,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,15,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.66061,22.1692446,44247.78761
12327861,2021-04-28T08:36:06Z,0xd420e7b9a36a69393b6a726c18f4752ab153dc7d3acb2833dee681f6c3f89173,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,64,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.66904,22.16924896,44247.78761
12327840,2021-04-28T08:33:09Z,0x99645a791627d20f2c9aa6ca5426ecc021e2983ec9a0f4f24ff9e41f1ce8b527,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,15,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.68975,22.16925968,44247.78761
12327857,2021-04-28T08:35:36Z,0x6fdfe16a91c94aa9cd7326660a763c95d47c39188533a242e47776bba2adbab8,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,45,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.67255,22.16925078,44247.78761
12327768,2021-04-28T08:17:05Z,0xd430b2804e716448e1c44353c0b43b67dbe85778d549027361c354e44e817e5c,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,61,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.80255,22.16931808,44247.78761
12327783,2021-04-28T08:20:25Z,0xc061daa4b02950a250be35d766617983e6b29d20705d7049cd527fcf6ac1430c,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,19,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.77914,22.16930597,44247.78761
12327889,2021-04-28T08:42:02Z,0x2fde22218f029a3e9539cee2d98d4fc94698e72ed089f85ef2b3e510f43a45ed,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,85,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.62738,22.16922739,44247.78761
12327766,2021-04-28T08:16:44Z,0x713f74cd6bfd73e936182e78cd0e446a02ee62fb13ca8707f25998623243e3cc,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,56,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.805,22.16931935,44247.78761
12327776,2021-04-28T08:18:53Z,0x1ad5d51bf4a2fcd4aefdc9144ad45266799eb2c969829420415a98bf6ece56a9,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,85,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.78991,22.16931154,44247.78761
12327889,2021-04-28T08:42:02Z,0x01af958dc39fadfc063248fc1398cba31a821843885121d02a0dd5b9f609ff15,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,75,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.62738,22.16922739,44247.78761
12327785,2021-04-28T08:20:34Z,0x2417a8983554cd0977a7f0cbcb7db0b9f3bd7e3524b76adcd2ad98ec0b9358af,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,19,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.77809,22.16930542,44247.78761
12327887,2021-04-28T08:40:59Z,0x6a7b2a83582700a84b8ee42793c95462be5f4dc6e25538040e6abdd4687b6ed7,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,153,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.63476,22.16923121,44247.78761
12327887,2021-04-28T08:40:59Z,0x16ce2611fa0d3bbc57892f6c4f16512fc80730f04cf1c41d3352a7ba8029592f,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,148,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.63476,22.16923121,44247.78761
12327849,2021-04-28T08:34:14Z,0xf7812841b060eb4888a661f50e7a2df65448f31d1834d8f5bd2bec8df1301d2f,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,128,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.68214,22.16925574,44247.78761
12327756,2021-04-28T08:14:11Z,0x91e90f6900dd8bf8df3a7fdef706f5111c10e5fdced07beeb265bd91ec51663b,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,39,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.82291,22.16932862,44247.78761
12327853,2021-04-28T08:34:52Z,0x1232ff722865921528468b97f07d8a4601c4eeb4e041dfb67a9b5a200abb750d,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,72,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.6777,22.16925344,44247.78761
12327812,2021-04-28T08:26:56Z,0xc6a0e80d926c2f54f11fe950ff936ddbc33e616039edbc2ac72927f811c49015,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,79,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.73339,22.16928228,44247.78761
12327820,2021-04-28T08:29:02Z,0x6d16b9f55915db6c8a2ca2ed8975505aa4c25de43d0f0a60e87a34cf6f894ee8,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,8,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.71865,22.16927465,44247.78761
12327898,2021-04-28T08:43:24Z,0xbabd936b4ac12f11764f5dcde520759961ce53650cb2122a1fdedc16e2522a2c,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,47,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.61779,22.16922242,44247.78761
12327878,2021-04-28T08:39:08Z,0xe92a70602b958434e6db53ff688ed776c6b7361bc7775cb5a15500da5d05df43,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,29,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.64774,22.16923793,44247.78761
12327834,2021-04-28T08:31:50Z,0x52151a397e3e000de540bb0c3c0cd9860f8a29c92b034c59c0240bd9880f2c12,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,18,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.69899,22.16926447,44247.78761
12327880,2021-04-28T08:39:17Z,0xe23a3f5e98bd2aa478c25604baf5654b40305366d707238e6862696f35f18343,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,15,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.64669,22.16923739,44247.78761
12327860,2021-04-28T08:36:01Z,0x60e6d53f03b946365dc8e9edf2d6ab9fb8ebf51fa8f4d17bed7cb0998b5fb24a,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,28,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.66962,22.16924926,44247.78761
12327959,2021-04-28T08:55:36Z,0x929f8466c689c8ca1bf9e0ed5365e37d5903b0d635381082a632a21a604d8482,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,28,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.53214,22.16917808,44247.78761
12327909,2021-04-28T08:46:23Z,0xbe7f60b9b17def9a5957c867116524c43e178fb107c6cc861d32aa81993b34ba,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,50,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.59684,22.16921158,44247.78761
12327733,2021-04-28T08:09:07Z,0x8d2e6d1a01dde33e509abfe0d3d3bfae185f66b187acaea32ca75dbc2d154d22,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,35,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.85848,22.16934704,44247.78761
12327695,2021-04-28T08:00:08Z,0x41f98e541f9134f109e7b055b7bd5b6b67c8f0c7b485317201906f6e753173c6,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,8,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.92155,22.16937969,44247.78761
12327878,2021-04-28T08:39:08Z,0x241b7880cc37f0a421bd682f1c88007c973ec904e5ecf7b5c9b078920149f169,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,15,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.64774,22.16923793,44247.78761
12327922,2021-04-28T08:47:52Z,0x9485f6ede2390cd91033bfb4b299fdd861c0707d0870d77116ec8d1ef1e4cb86,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,56,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.58643,22.16920619,44247.78761
12327860,2021-04-28T08:36:01Z,0xf5698792bb1411d39959c4f49ed3f2ef55e09b1152857f4d1386c88c67d887fc,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,18,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.66962,22.16924926,44247.78761
12327821,2021-04-28T08:29:04Z,0x2049e9357df79a843c763d6a88edff07582fbd6c7bd4337f6ad6d53be0b085aa,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,107,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.71842,22.16927452,44247.78761
12327802,2021-04-28T08:24:53Z,0x4afc869a693eebe8ffb30aa6c8fbb5bf1eb46f431d630ab90e65a515ce3857c3,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,20,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.74779,22.16928973,44247.78761
12327816,2021-04-28T08:28:24Z,0x7ab520922785f08b3468f79b89bbb318274c75cd40b62eb2f3b44653b36e40bc,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,13,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.7231,22.16927695,44247.78761
12327821,2021-04-28T08:29:04Z,0xda39116efe4827f301998830596a38c39643ff004e3c3b4f4554dfc5c77c828e,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,112,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.71842,22.16927452,44247.78761
12327765,2021-04-28T08:16:34Z,0xec6832cb29552fdae95bc94501d3c4c9a056b92a5d675afc9d0d84bdb7948236,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,41,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.80617,22.16931996,44247.78761
12327853,2021-04-28T08:34:52Z,0xb45e359e3346c91af01ec3c7c5c9068f74d27a9c0323251d71aceb569f7e8b58,0xa8162ebe6170d30219e0e251fca451d454c19f98,0xa5679c04fc3d9d8b0aab1f0ab83555b301ca70ea,62,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.6777,22.16925344,44247.78761
12327761,2021-04-28T08:15:11Z,0x6b7773c8b4a3c870254a4853a8b2cf0e5910790599606a4b71ac23f2d9e27160,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,58,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.81589,22.16932499,44247.78761
12327724,2021-04-28T08:06:34Z,0xf9e0f59563f4f400014ad7d1e8b12827d0e40626f3d2c70b4c29394ae23884fb,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,30,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.87638,22.16935631,44247.78761
12327723,2021-04-28T08:06:25Z,0xa682916d50b69777d2054d3301bed20041c135f85ecded510979f3d329b695ea,0x7a6ea19cdd0b2962aaf87fa8e2e4593d4030fd4c,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,27,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.87743,22.16935685,44247.78761
12327710,2021-04-28T08:03:40Z,0x15e0bf54af56feba3e7d2b8f9173d281b837ab37915aa92366ec9d8834b2ee77,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,23,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.89674,22.16936685,44247.78761
12327906,2021-04-28T08:45:22Z,0x1584dc3261eee46c24180d3cb99310a9405309adda9fffdc062dd74dc9eeebe2,0x1acb45ed8939f76d110aa0e16bb57cac548e5af0,0x999ac4018e4b6ac38f575ccf728a85e11e0e2bbd,41,21348,ETH-B,0x8de952e01ac7d6341ff016ee76a97fc884880502,42818.60398,22.16921528,44247.78761
