"day","dai_minted","dai_repaid","sum_dai","dai_delta","dai_outstanding","TO_VALUE","implied_revenue","price","RSI","rsi_status"
2021-05-08,3282328.09599467,846875.855219652,0,2435452.24077502,49163111.2954498,0.1,13469.3455603972,3493.5345,75.3903947463075,"Overbought"
2021-05-09,461172.184865716,470210.876646127,0,-9038.69178041094,49154072.6036694,0.1,13466.8692064848,3912.742917,80.8304385067263,"Overbought"
2021-05-10,2879950.28475813,2937811.55658383,0,-57861.2718257047,49096211.3318437,0.1,13451.0168032448,3932.754068,81.0458303572524,"Overbought"
2021-05-11,130250,102362.444521168,0,27887.555478832,49124098.8873225,0.1,13458.6572294034,3979.608652,81.5680498479878,"Overbought"
2021-05-12,83300,90188.358001523,0,-6888.358001523,49117210.529321,0.1,13456.7700080331,4182.790286,83.669267430257,"Overbought"
2021-05-13,6100890.65384477,7841091.31649738,0,-1740200.66265261,47377009.8666684,0.1,12980.0027031968,3906.108903,71.6850777989147,"Overbought"
2021-05-14,1797389.75714401,83206.342103284,0,1714183.41504073,49091193.2817091,0.1,13449.6419949888,3750.341595,65.957294256247,"in-between"
2021-05-15,817299.880655578,1866087.36863208,0,-1048787.4879765,48042405.7937326,0.1,13162.302957187,4088.731708,71.3187418911681,"Overbought"
2021-05-16,3290955.40099172,6735130.53667723,0,-3444175.13568551,44598230.6580471,0.1,12218.6933309718,3659.921844,58.7021085068891,"in-between"
2021-05-17,6177961.48164767,8037677.12003623,327289.239752472,-2187004.87814103,42411225.779906,0.1,11619.513912303,3602.004897,57.2295064996627,"in-between"
2021-05-18,2466634.15432314,1375317.96886347,46730.35511452,1044585.83034515,43455811.6102512,0.1,11905.7018110277,3288.229887,49.9227070274776,"in-between"
2021-05-19,31278638.0985088,25845333.3766517,1921592.55126843,3511712.17058864,46967523.7808398,0.1,12867.8147344767,3399.04928,52.2418971496171,"in-between"
2021-05-20,4888399.21368449,6426752.6901327,0,-1538353.47644821,45429170.3043916,0.1,12446.3480286004,2505.014946,37.2527490877463,"in-between"
2021-05-21,7019461.58675769,7931619.183292,0,-912157.596534313,44517012.7078573,0.1,12196.4418377691,2778.279661,42.6674367710735,"in-between"
2021-05-22,5064914.58852139,4576265.71299528,0,488648.875526108,45005661.5833834,0.1,12330.3182420229,2419.103217,38.0229904167365,"in-between"
2021-05-23,6470035.68058732,5829428.7934314,264749.767752679,375857.119403239,45381518.7027867,0.1,12433.292795284,2306.371267,36.6736683979139,"in-between"
2021-05-24,4935929.56826669,4743239.08735451,0,192690.480912189,45574209.1836989,0.1,12486.0847078627,2120.037375,34.4946985971977,"in-between"
2021-05-25,4712177.53850243,1753020.22191277,0,2959157.31658966,48533366.5002885,0.1,13296.8127398051,2640.159632,44.4213567229489,"in-between"
2021-05-26,3097009.98237025,2691065.61508351,0,405944.367286741,48939310.8675753,0.1,13408.0303746782,2695.477807,45.3695749175212,"in-between"
2021-05-27,1583845.8962723,1812883.83958169,0,-229037.943309389,48710272.9242659,0.1,13345.2802532235,2882.483408,48.5643205022116,"in-between"
2021-05-28,2103583.34629395,2152365.05569657,179830.463698247,-228612.173100863,48481660.751165,0.1,13282.6467811411,2742.990863,46.3852912824953,"in-between"
2021-05-29,1434070.76614503,1018505.25552869,0,415565.510616337,48897226.2617813,0.1,13396.5003456935,2433.328866,41.8916836522846,"in-between"
2021-05-30,273150.09957718,1776185.57376728,0,-1503035.4741901,47394190.7875912,0.1,12984.7098048195,2294.626286,40.0214782851172,"in-between"
2021-05-31,0,53027.967014876,0,-53027.967014876,47341162.8205764,0.1,12970.1815946785,2395.853228,42.0546602946863,"in-between"
2021-06-01,212858.520889724,4236615.67828806,0,-4023757.15739834,43317405.663178,0.1,11867.7823734734,2708.429866,47.9248982930189,"in-between"
2021-06-02,1953607.27249207,846730.977064423,0,1106876.29542764,44424281.9586057,0.1,12171.0361530427,2632.6566,46.690071873133,"in-between"
2021-06-03,3490553.25459825,1577638.22698518,0,1912915.02761307,46337196.9862187,0.1,12695.1224619777,2717.154037,48.2901107437857,"in-between"
2021-06-04,4164965.07435493,1674385.39431988,0,2490579.68003505,48827776.6662538,0.1,13377.4730592476,2858.276702,50.9386120020567,"in-between"
2021-06-05,30000,328588.904628777,0,-298588.904628777,48529187.761625,0.1,13295.6678798973,2694.497667,47.874019794151,"in-between"
2021-06-06,75023.482455845,1676.951444066,0,73346.531011779,48602534.2926368,0.1,13315.7628199005,2624.768915,46.5888922320807,"in-between"
2021-06-07,231444.891772588,59838.593141215,0,171606.298631373,48774140.5912682,0.1,13362.7782441831,2711.547939,48.4437689772456,"in-between"
2021-06-08,1586312.89672824,1557179.51770778,25035.170001192,4098.20901926516,48778238.8002874,0.1,13363.9010411746,2580.53558,45.8546667341589,"in-between"
2021-06-09,94469.105874667,103590.744426539,0,-9121.63855187199,48769117.1617356,0.1,13361.4019621193,2528.022301,44.8206420556196,"in-between"
2021-06-11,0,477739.522322049,0,-477739.522322049,48291377.6394135,0.1,13230.5144217571,2486.600069,44.2540675981313,"in-between"
2021-06-12,1164264.95799199,736132.223544758,0,428132.734447237,48719510.3738607,0.1,13347.8110613317,2356.634774,41.6383101844159,"in-between"
2021-06-13,350617.645606535,362732.128857569,0,-12114.483251034,48707395.8906097,0.1,13344.4920248246,2379.991748,42.2984044442058,"in-between"
2021-06-14,260880.475226369,2503737.2322295,0,-2242856.75700313,46464539.1336066,0.1,12730.010721536,2517.771696,46.166397320051,"in-between"
2021-06-15,133838.67576504,2553083.77327116,0,-2419245.09750612,44045294.0361005,0.1,12067.203845507,2587.381611,48.0607603144748,"in-between"
2021-06-16,60000,328794.742291516,0,-268794.742291516,43776499.2938089,0.1,11993.5614503586,2561.188331,47.3850591782127,"in-between"
2021-06-17,540981.131175802,6592765.63395151,0,-6051784.50277571,37724714.7910332,0.1,10335.5382989132,2365.872786,42.5779859869458,"in-between"
2021-06-18,920528.275508678,3194448.09437722,0,-2273919.81886854,35450794.9721647,0.1,9712.54656771636,2380.74452,43.0517144116469,"in-between"
2021-06-19,2154569.4273081,4293491.78761773,0,-2138922.36030964,33311872.6118551,0.1,9126.54044160413,2231.554315,39.528606744324,"in-between"
2021-06-20,915660.947138678,4395833.88999622,0,-3480172.94285754,29831699.6689975,0.1,8173.06840246508,2176.308536,38.2793728661597,"in-between"
2021-06-21,7448083.94028727,3644384.68184769,0,3803699.25843958,33635398.9274371,0.09,8293.66000950504,2251.560559,41.0139207791008,"in-between"
2021-06-22,641907.203792542,8509948.08129974,93923.483870196,-7961964.36137739,25673434.5660597,0.09,6330.43592039829,1900.1223,33.5402066262865,"in-between"
2021-06-23,320229.580620072,901015.098367005,0,-580785.517746933,25092649.0483128,0.09,6187.22853246069,1875.357694,33.0827251235059,"in-between"
2021-06-24,620296.923607911,1013228.58020303,0,-392931.656595118,24699717.3917177,0.09,6090.34127467011,1971.105978,36.6788977525817,"in-between"
2021-06-25,1561841.42555257,182809.312509656,0,1379032.11304292,26078749.5047606,0.09,6430.37659021494,1990.076151,37.3967321480488,"in-between"
2021-06-26,472010.066442,349048.174344996,0,122961.892097004,26201711.3968576,0.09,6460.69596086899,1833.463161,33.9726340979482,"in-between"
2021-06-27,292102.460775617,293871.305454144,0,-1768.84467852704,26199942.5521791,0.09,6460.25980738662,1817.047666,33.6251082471756,"in-between"
2021-06-28,444063.800482652,3700903.26654602,0,-3256839.46606337,22943103.0861157,0.09,5657.20350068606,1973.926865,39.9475480292386,"in-between"
2021-06-29,2962197.42559015,4366507.42254942,0,-1404309.99695926,21538793.0891564,0.09,5310.93528225775,2087.518724,44.0995958854733,"in-between"
2021-06-30,2306732.93196898,2554224.20111158,0,-247491.269142596,21291301.8200138,0.09,5249.91003781163,2169.400068,46.947092613623,"in-between"
2021-07-01,2671501.28886416,476836.201239902,0,2194665.08762426,23485966.9076381,0.09,5791.06033339021,2279.354161,50.5870803715261,"in-between"
2021-07-02,1438786.92977551,73169.151599843,0,1365617.77817566,24851584.6858138,0.09,6127.7880047212,2121.657901,45.739986378725,"in-between"
2021-07-03,504141.023406545,53917.457299696,0,450223.566106849,25301808.2519206,0.09,6238.80203472015,2157.880585,46.9962826562962,"in-between"
2021-07-04,1764560.33861899,15355.987221023,0,1749204.35139797,27051012.6033186,0.09,6670.11269670869,2228.532399,49.454509533127,"in-between"
2021-07-05,3520332.01357805,504573.695399202,0,3015758.31817885,30066770.9214974,0.09,7413.72433680758,2329.004751,52.8065214820855,"in-between"
2021-07-06,144812.047479996,38403.891453474,0,106408.156026522,30173179.0775239,0.09,7439.96196432097,2217.301853,48.9220631943613,"in-between"
2021-07-07,573394.70384214,1430726.62376642,0,-857331.91992428,29315847.1575997,0.09,7228.56505255882,2320.654929,52.4102517952912,"in-between"
2021-07-08,4999196.59335053,1931211.01236734,0,3067985.58098319,32383832.7385828,0.09,7985.05464786974,2317.236943,52.2830891924761,"in-between"
2021-07-09,849427.207828965,2263633.45189984,0,-1414206.24407088,30969626.494512,0.09,7636.34625892076,2126.442467,45.6279877576207,"in-between"
2021-07-10,1665442.12400644,609487.357337757,136625.353833716,919329.412834968,31888955.9073469,0.09,7863.03022372938,2156.580957,46.7803936573444,"in-between"
2021-07-11,0,15079.780209227,0,-15079.780209227,31873876.1271377,0.09,7859.31192175998,2123.058597,45.6221404701835,"in-between"
2021-07-12,1493011.29584545,858410.609183128,0,634600.686662325,32508476.8138,0.09,8015.78880340275,2144.014257,46.5136662439878,"in-between"
2021-07-13,792039.492140615,1354962.97456361,0,-562923.482422999,31945553.331377,0.09,7876.98575294228,2042.499187,42.8487518975523,"in-between"
2021-07-14,1110524.47297782,1106314.10973432,0,4210.36324349791,31949763.6946205,0.09,7878.02392470095,1944.395017,39.6013580121334,"in-between"
2021-07-15,759000,604534.854105074,0,154465.145894926,32104228.8405155,0.09,7916.11122094902,1997.663314,42.1644132516573,"in-between"
2021-07-16,590871.541506297,814209.304892521,0,-223337.763386224,31880891.0771292,0.09,7861.04163545652,1910.726952,39.2378787628625,"in-between"
2021-07-17,574800,244692.431642123,0,330107.568357877,32210998.6454871,0.09,7942.43802217491,1874.20025,38.0431275470659,"in-between"
2021-07-18,55585.85014764,758335.73421255,0,-702749.88406491,31508248.7614222,0.06,5179.43815256255,1899.84275,39.4372851809095,"in-between"
2021-07-19,377361.70021541,561628.426530672,0,-184266.726315262,31323982.0351069,0.06,5149.1477317984,1905.723383,39.7719956246429,"in-between"
2021-07-20,3187874.53397811,2854002.54468132,0,333871.989296792,31657854.0244037,0.06,5204.03079853212,1824.929392,36.7656056047202,"in-between"
2021-07-21,547249.150514053,22234.498367114,0,525014.652146939,32182868.6765507,0.06,5290.33457696723,1794.973425,35.6884352073775,"in-between"
2021-07-22,94206.07759871,0,0,94206.07759871,32277074.7541494,0.06,5305.82050753141,2003.723921,47.2801066868262,"in-between"
2021-07-23,392962.598994022,1019501.20007558,0,-626538.601081558,31650536.1530678,0.06,5202.82786077827,2027.533448,48.4220100083307,"in-between"
2021-07-24,2199045.14047559,837256.367650477,0,1361788.77282512,33012324.9258929,0.06,5426.68354946185,2117.154608,52.5850852830072,"in-between"
2021-07-25,1446615.99375266,1585779.85581329,0,-139163.862060631,32873161.0638323,0.06,5403.80729816422,2183.627415,55.4568503844943,"in-between"
2021-07-26,4452556.84734443,6690700.30924211,0,-2238143.46189768,30635017.6019346,0.06,5035.89330442761,2209.49936,56.5596509749886,"in-between"
2021-07-27,643629.046068305,2538138.21254762,0,-1894509.16647932,28740508.4354553,0.06,4724.46714007485,2230.212068,57.4675324071117,"in-between"
2021-07-28,2018192.03063095,27919.96492797,0,1990272.06570298,30730780.5011583,0.06,5051.63515087534,2292.579637,60.1670427463652,"in-between"
2021-07-29,2350000,0,0,2350000,33080780.5011583,0.06,5437.93652073835,2299.689406,60.4750191486215,"in-between"
2021-07-30,3395609.32934448,3205357.24648328,0,190252.0828612,33271032.5840195,0.06,5469.21083572923,2383.44326,64.0055826887381,"in-between"
2021-07-31,1657915.94172713,550232.329789656,0,1107683.61193748,34378716.195957,0.06,5651.29581303402,2462.399983,66.9983756783388,"in-between"
2021-08-01,2666886.94314744,6658237.79379129,0,-3991350.85064385,30387365.3453131,0.06,4995.18334443503,2541.674599,69.7205689495491,"in-between"
2021-08-02,387150,179977.153006686,0,207172.846993314,30594538.1923064,0.06,5029.23915489969,2555.408179,70.1794848233036,"Overbought"
2021-08-03,688080.624026548,531636.032908519,0,156444.591118029,30750982.7834245,0.06,5054.95607398758,2611.67307,72.0485648012546,"Overbought"
2021-08-04,4190773.44878204,25315.328348743,0,4165458.12043329,34916440.9038578,0.06,5739.68891570265,2521.268475,64.9990758878135,"in-between"
2021-08-05,2604465.47970262,4907417.62487576,0,-2302952.14517314,32613488.7586846,0.06,5361.12143978377,2724.532243,71.7029719645343,"Overbought"
2021-08-06,2043966.78273447,820824.923458692,0,1223141.85927577,33836630.6179604,0.06,5562.18585500719,2821.649693,74.2415444251316,"Overbought"
2021-08-07,6133475.76445226,2489575.23487622,0,3643900.52957604,37480531.1475364,0.06,6161.18320233476,2888.732274,75.8529678619947,"Overbought"
2021-08-08,1610342.28143458,5512973.46678154,0,-3902631.18534696,33577899.9621895,0.06,5519.65478830512,3151.217517,80.8905106642321,"Overbought"
2021-08-09,1775268.2466237,1537221.18355184,0,238047.06307186,33815947.0252613,0.06,5558.78581237173,3012.308559,72.2949714798492,"Overbought"
2021-08-10,3245160.14064952,1482659.45553765,0,1762500.68511187,35578447.7103732,0.06,5848.51195239011,3163.064655,75.355678284855,"Overbought"
2021-08-11,1643834.89957474,2760871.48315976,0,-1117036.58358502,34461411.1267882,0.06,5664.88950029395,3147.842995,74.4612098199867,"Overbought"
2021-08-12,10305034.4288122,340259.732704947,0,9964774.6961073,44426185.8228955,0.06,7302.93465581843,3166.647218,74.8582393388371,"Overbought"
2021-08-13,3760521.03318965,0,0,3760521.03318965,48186706.8560851,0.06,7921.10249689071,3048.412682,67.728590247001,"in-between"
2021-08-14,1016816.41124866,298420.039310496,0,718396.371938164,48905103.2280233,0.06,8039.19505118191,3323.197991,73.9405384626475,"Overbought"
2021-08-15,1075000,207552.835798863,0,867447.164201137,49772550.3922244,0.06,8181.78910557114,3268.548177,71.0128381389144,"Overbought"
2021-08-16,1145425,365469.094033781,0,779955.905966219,50552506.2981907,0.06,8310.00103531901,3309.75491,71.9158016934292,"Overbought"
2021-08-17,766500,575299.401592803,0,191200.598407197,50743706.8965978,0.06,8341.43127067362,3153.583684,63.8037907557793,"in-between"
2021-08-18,743200.02,132259.292726115,0,610940.727273885,51354647.6238717,0.06,8441.85988337618,3007.144027,57.2793316968183,"in-between"
2021-08-19,1367600,8513207.12309664,0,-7145607.12309664,44209040.5007751,0.06,7267.23953437399,3037.230251,58.2245089402635,"in-between"
2021-08-20,6981679.40832821,700993.983822452,0,6280685.42450576,50489725.9252808,0.06,8299.68097401877,3144.818437,61.5044589919986,"in-between"
2021-08-21,1526097.73282374,330.560795161,0,1525767.17202858,52015493.0973094,0.06,8550.49201599607,3276.969837,65.1263466803081,"in-between"
2021-08-22,1254124.27639876,86869.888647727,0,1167254.38775103,53182747.4850605,0.06,8742.36944959898,3224.00046,62.584613793601,"in-between"
2021-08-23,1835055.31335136,79916.336226923,0,1755138.97712444,54937886.4621849,0.06,9030.88544583861,3243.486358,63.1543058676005,"in-between"
2021-08-24,2557381.52,187607.794996811,0,2369773.72500319,57307660.1871881,0.05,7850.36440920385,3320.40917,65.3943489905831,"in-between"
2021-08-25,677900,1325147.70640191,0,-647247.706401909,56660412.4807862,0.05,7761.70033983372,3177.663796,58.3099373870399,"in-between"
2021-08-26,1427000,1437363.54778911,0,-10363.5477891068,56650048.9329971,0.05,7760.28067575302,3231.441452,60.0651902657589,"in-between"
2021-08-27,10041730.3179327,658065.750619551,0,9383664.56731317,66033713.5003102,0.05,9045.71417812469,3122.971797,55.0323167483781,"in-between"
2021-08-28,4731000,0,0,4731000,70764713.5003102,0.05,9693.79636990551,3267.539435,59.8597942977947,"in-between"
2021-08-29,4096710,0,0,4096710,74861423.5003102,0.05,10254.9895205904,3245.430222,58.8198018433904,"in-between"
2021-08-30,733600,78000,0,655600,75517023.5003102,0.05,10344.7977397685,3233.383152,58.2261851049358,"in-between"
2021-08-31,3265490.04021811,387793.482965859,0,2877696.55725225,78394720.0575625,0.05,10739.0027476113,3232.733863,58.1920981746376,"in-between"
2021-09-01,2446459.01050896,3895768.73340268,0,-1449309.72289372,76945410.3346688,0.05,10540.4671691327,3440.562336,65.212264475993,"in-between"
2021-09-02,769000,3197573.3626102,0,-2428573.3626102,74516836.9720586,0.05,10207.7858865834,3790.613996,73.3341410230924,"Overbought"
2021-09-03,6707187.61750283,1130341.201178,0,5576846.41632483,80093683.3883834,0.05,10971.7374504635,3793.300743,73.3855013557809,"Overbought"
2021-09-04,74000,1574913.88891006,0,-1500913.88891006,78592769.4994733,0.05,10766.132808147,3936.163392,76.0293065834975,"Overbought"
2021-09-05,2130812.52716995,199134.965427814,0,1931677.56174214,80524447.0612155,0.05,11030.7461727692,3894.937512,73.7525117235598,"Overbought"
2021-09-06,1247352.0368947,599342.028364212,0,648010.008530484,81172457.069746,0.05,11119.5146670885,3950.270345,74.8415049687116,"Overbought"
2021-09-07,4738000,2441389.81979424,0,2296610.18020576,83469067.2499517,0.05,11434.1188013633,3943.256785,74.4200340695904,"Overbought"
2021-09-08,1182323.89638913,1911372.40106513,0,-729048.504675996,82740018.7452757,0.05,11334.2491431885,3440.341757,51.8651173980054,"in-between"
2021-09-09,1603764.32739002,246832.637037512,0,1356931.69035251,84096950.4356282,0.05,11520.1301966614,3496.859023,53.5682090221066,"in-between"
2021-09-10,1756200,1380656.46336442,0,375543.536635585,84472493.9722638,0.05,11571.5745167485,3435.979933,51.4562386390536,"in-between"
2021-09-11,124172.44728248,0,0,124172.44728248,84596666.4195463,0.05,11588.5844410337,3209.915696,44.4483842431566,"in-between"
2021-09-12,1598653.02697649,3261219.22983848,0,-1662566.20286199,82934100.2166843,0.05,11360.8356461211,3268.104162,46.4692617688668,"in-between"
2021-09-13,2489553.31987015,314665.527425004,0,2174887.79244515,85108988.0091294,0.05,11658.7654807027,3417.839367,51.371617477202,"in-between"
2021-09-14,828645.72491855,910741.545401798,0,-82095.820483248,85026892.1886462,0.05,11647.5194778967,3301.186777,47.706136411601,"in-between"
2021-09-15,1394546.20043839,1713348.75442293,0,-318802.553984539,84708089.6346617,0.05,11603.8478951591,3425.250873,51.6568798756119,"in-between"
2021-09-16,3611907.86127875,846958.754442608,0,2764949.10683614,87473038.7414978,0.05,11982.6080467805,3595.962571,56.5240752447763,"in-between"
2021-09-17,7174413.37311899,342251.455246378,0,6832161.91787261,94305200.6593704,0.05,12918.5206382699,3573.307516,55.7222872319769,"in-between"
2021-09-18,1334500,0,0,1334500,95639700.6593704,0.05,13101.328857448,3412.177182,50.2614642396959,"in-between"
2021-09-19,1154850,1557041.24429217,0,-402191.244292174,95237509.4150783,0.05,13046.2341664491,3427.584262,50.758387294738,"in-between"
2021-09-20,615500,20787425.6240045,130300.441374146,-20302226.0653786,74935283.3496996,0.05,10265.107308178,3335.884887,47.7036194944296,"in-between"
2021-09-21,3574733.38612432,12598035.2235721,14299324.9020657,-23322626.7395135,51612656.6101861,0.05,7070.22693290221,2977.322679,38.0585484564737,"in-between"
2021-09-22,4471319.73560445,215553.765828714,0,4255765.96977574,55868422.5799619,0.05,7653.20857259752,2744.111,33.3373177946101,"in-between"
2021-09-23,2040835.85863709,186362.050922318,0,1854473.80771478,57722896.3876766,0.05,7907.24608050365,3074.119761,43.9358987279197,"in-between"
2021-09-24,2739169.5986089,1155835.82232055,0,1583333.77628836,59306230.163965,0.05,8124.14111835137,3159.269866,46.307925165921,"in-between"
2021-09-25,277538.362455348,677951.345296803,0,-400412.982841455,58905817.1811235,0.05,8069.29002481145,2930.742706,41.2621920591202,"in-between"
2021-09-26,1511367.58059738,2689815.648474,772407.35514987,-1950855.42302649,56954961.7580971,0.05,7802.04955590371,2946.970846,41.7475905836101,"in-between"
2021-09-27,2106699.42697563,3318556.62582448,0,-1211857.19884885,55743104.5592482,0.05,7636.04172044496,3063.316345,45.2413952081246,"in-between"
2021-09-28,15800,1304758.50130339,0,-1288958.50130339,54454146.0579448,0.05,7459.47206273217,2939.742283,42.3369279626065,"in-between"
2021-09-29,723901.91621307,1281408.2222333,0,-557506.30602023,53896639.7519246,0.05,7383.10133588008,2798.984417,39.246217419416,"in-between"
2021-09-30,3977129.81560314,863428.177045695,0,3113701.63855744,57010341.390482,0.05,7809.63580691535,2855.611731,41.1088491829586,"in-between"
2021-10-01,12006367.5809589,779858.906521785,0,11226508.6744371,68236850.0649192,0.05,9347.51370752318,3013.493232,46.0730517404581,"in-between"
2021-10-02,6410627.89108113,1480067.72191252,0,4930560.16916861,73167410.2340878,0.05,10022.9329087791,3305.107041,53.8167048767253,"in-between"
2021-10-03,1138746.64696449,100334.087348302,0,1038412.55961619,74205822.793704,0.05,10165.181204617,3393.924249,55.8940604507773,"in-between"
2021-10-04,11241613.4225235,1746371.31280735,0,9495242.10971612,83701064.9034201,0.05,11465.8993018384,3426.387081,56.6613777597576,"in-between"
2021-10-05,6297651.00833629,541191.029686764,0,5756459.97864953,89457524.8820696,0.05,12254.4554632972,3390.310408,55.505690864148,"in-between"
2021-10-06,3488241.55174687,7765524.72126238,0,-4277283.16951551,85180241.7125541,0.05,11668.5262619937,3520.342257,58.7698819755079,"in-between"
2021-10-07,1144000,720707.345589323,0,423292.654410677,85603534.3669648,0.05,11726.5115571185,3592.17613,60.4941194661739,"in-between"
2021-10-08,1426500,390716.136312128,0,1035783.86368787,86639318.2306527,0.05,11868.3997576237,3594.918358,60.5619237588637,"in-between"
2021-10-09,141067.991630497,501877.725786538,0,-360809.734156041,86278508.4964966,0.05,11818.9737666434,3558.549577,59.112860690444,"in-between"
2021-10-10,3589585.83993538,800401.084185892,0,2789184.75574949,89067693.2522461,0.05,12201.0538701707,3588.080922,59.9508152560734,"in-between"
2021-10-11,2406336.13782645,1897931.11425793,0,508405.023568524,89576098.2758146,0.05,12270.6983939472,3431.019307,53.6528785988739,"in-between"
2021-10-12,3599750,684828.722006802,0,2914921.2779932,92491019.5538078,0.05,12670.0026786038,3537.840087,56.9642149311078,"in-between"
2021-10-13,1294661.02147769,1303923.0655757,0,-9262.04409801005,92481757.5097098,0.05,12668.7339054397,3498.105292,55.379222125522,"in-between"
2021-10-14,13014165.7786851,3811746.76829805,0,9202419.01038703,101684176.520097,0.05,13929.3392493283,3605.650334,58.7265628149267,"in-between"
2021-10-15,3482525.07220703,1226522.99814669,0,2256002.07406034,103940178.594157,0.05,14238.3806293366,3794.516888,63.8547447233218,"in-between"
2021-10-16,5381970.13538893,9161723.81180284,0,-3779753.67641391,100160424.917743,0.05,13720.6061531155,3885.641765,66.0467458397309,"in-between"
2021-10-17,6438335.19662457,2094170.39420275,0,4344164.80242183,104504589.720165,0.05,14315.6972219404,3854.498461,64.6047424297884,"in-between"
2021-10-18,1922460.79465196,19431.096598085,0,1903029.69805388,106407619.418219,0.05,14576.3862216738,3854.223687,64.5913430464454,"in-between"
2021-10-19,1352020,5319314.25022217,0,-3967294.25022217,102440325.167997,0.05,14032.92125589,3752.618727,59.6635395259209,"in-between"
2021-10-20,9507261.65872341,2779351.55212232,0,6727910.1066011,109168235.274598,0.05,14954.5527773422,3884.587295,63.5529334115546,"in-between"
2021-10-21,8119244.48218061,4365964.12351069,0,3753280.35866992,112921515.633268,0.05,15468.7007716805,4170.107933,70.2391589980875,"Overbought"
2021-10-22,1595716.1069294,6132062.80754013,0,-4536346.70061072,108385168.932657,0.05,14847.2834154325,4074.860158,65.8962459317561,"in-between"
2021-10-23,1509346.24305419,1946907.76411754,0,-437561.521063349,107947607.411594,0.05,14787.3434810402,3990.711976,62.2351416680163,"in-between"
2021-10-24,1184200,832636.050801983,0,351563.949198017,108299171.360792,0.05,14835.5029261359,4179.442298,66.7033516058113,"in-between"
2021-10-25,3965227.99040852,0,0,3965227.99040852,112264399.3512,0.05,15378.6848426302,4094.938993,63.10325488637,"in-between"
2021-10-26,5477500,1834742.98299641,0,3642757.01700359,115907156.368204,0.05,15877.6926531786,4230.208372,66.243968788109,"in-between"
2021-10-27,15323342.7008136,5439962.05334037,0,9883380.64747326,125790537.015677,0.05,17231.5804131065,4152.570289,62.9328286359633,"in-between"
2021-10-28,8250388.89486168,4967529.43816757,0,3282859.45669412,129073396.472371,0.05,17681.2871879961,3944.090862,54.9849993732379,"in-between"
2021-10-29,14639559.5054955,4104334.23818144,0,10535225.2673141,139608621.739685,0.05,19124.4687314637,4288.097219,63.2356176951295,"in-between"
2021-10-30,20918220.3095616,3600725.87077173,0,17317494.4387899,156926116.178475,0.05,21496.7282436267,4422.940536,65.8758307044994,"in-between"
2021-10-31,10914400,4252830.50839512,0,6661569.49160488,163587685.67008,0.05,22409.2720096,4324.609926,62.3589742260909,"in-between"
2021-11-01,4951395.83227454,972863.084935113,0,3978532.74733942,167566218.41742,0.05,22954.2764955369,4292.040472,61.1936643461175,"in-between"
2021-11-02,4291911.6131162,23711045.7578741,0,-19419134.1447579,148147084.272662,0.05,20294.1211332413,4330.553152,62.0956699534767,"in-between"
2021-11-03,4031137.0640307,8646.458341783,0,4022490.60568892,152169574.878351,0.05,20845.1472436097,4596.593091,67.6836701827787,"in-between"
2021-11-04,2561805.26795907,15539554.5168356,0,-12977749.2488765,139191825.629474,0.05,19067.3733739006,4607.699273,67.8964465189758,"in-between"
2021-11-05,5940000,0,0,5940000,145131825.629474,0.05,19881.0720040376,4550.014435,65.4847479296473,"in-between"
2021-11-06,4793721.70651667,946447.448863114,0,3847274.25765355,148979099.887128,0.05,20408.095874949,4494.802761,63.1718652418954,"in-between"
2021-11-07,824857.10036429,3913664.57823734,0,-3088807.47787306,145890292.409255,0.05,19984.9715629116,4527.104154,63.9735613908822,"in-between"
2021-11-08,3058510.54230022,919067.801756263,0,2139442.74054396,148029735.149799,0.05,20278.0459109313,4626.629288,66.4005015654111,"in-between"
2021-11-09,957675.135454367,0,0,957675.135454367,148987410.285253,0.05,20409.2342856511,4815.004634,70.4571395853276,"Overbought"
2021-11-10,8522000,1528999.37633208,0,6993000.62366792,155980410.908921,0.06,25640.6154918774,4742.080911,67.0806887639699,"in-between"
2021-11-11,1459844.93010343,3876162.09102044,0,-2416317.16091701,153564093.748004,0.06,25243.4126709047,4641.528765,62.6242767300328,"in-between"
2021-11-12,8748717.76442181,473914.682398235,0,8274803.08202358,161838896.830027,0.06,26603.6542734292,4732.92445,64.9063786815611,"in-between"
2021-11-13,1971378.49200874,4434278.83815283,0,-2462900.34614409,159375996.483883,0.06,26198.7939425562,4685.106356,62.7476687740391,"in-between"
2021-11-14,962205.577094776,1067079.66063652,0,-104874.083541743,159271122.400342,0.06,26181.5543671794,4666.498498,61.8851233576317,"in-between"
2021-11-15,2517998.59040578,7541130.51207328,0,-5023131.9216675,154247990.478674,0.06,25355.8340512889,4652.947394,61.2250736079025,"in-between"
2021-11-16,9600982.59856933,11475543.0316087,0,-1874560.43303933,152373430.045635,0.06,25047.6871307893,4583.211419,57.8080675870384,"in-between"
2021-11-17,1860484.44497533,4302078.0823001,0,-2441593.63732477,149931836.40831,0.06,24646.3292725989,4243.352907,44.7114035015882,"in-between"
2021-11-18,1856380.77397435,5544762.10406931,0,-3688381.33009496,146243455.078215,0.06,24040.0200128573,4302.804959,46.974536567988,"in-between"
2021-11-19,1525414.91167779,1507395.12488843,0,18019.7867893607,146261474.865004,0.06,24042.9821695898,3993.846595,38.2191825756926,"in-between"
2021-11-20,1726577.75436052,0,0,1726577.75436052,147988052.619365,0.06,24326.8031703066,4317.603196,48.9556669816394,"in-between"
